size,time_µs
100,1905
100,2321
100,1913
100,2077
100,1917
100,1929
100,2054
100,2015
100,1876
100,2182
100,1932
100,1935
100,2246
100,1971
100,2035
100,1927
100,2146
100,1822
100,1916
100,2117
100,1845
100,1893
100,2188
100,2100
100,2201
100,1896
100,1926
100,2147
100,1984
100,2097
100,1876
100,1917
100,1961
100,1954
100,1970
100,2179
100,2029
100,2086
100,2001
100,1854
100,2192
100,2027
100,2195
100,1953
100,2202
100,1894
100,1966
100,2122
100,1932
100,2164
100,1872
100,2070
100,2057
100,1960
100,2037
100,1948
100,1926
100,2132
100,2063
100,2104
100,1884
100,1923
100,2208
100,1892
100,1936
100,1971
100,1970
100,2108
100,1972
100,1959
100,2080
100,1988
100,2322
100,1983
100,2167
100,1928
100,2111
100,1865
100,1902
100,2400
100,1928
100,2148
100,1888
100,1903
100,2258
100,1874
100,2323
100,1898
100,2137
100,1830
100,1902
100,2165
100,1829
100,1969
100,2086
100,1922
100,2189
100,1955
100,1901
100,1937
100,1869
100,2046
100,2061
100,1886
100,2298
100,1836
100,1986
100,2089
100,1967
100,2196
100,1903
100,2158
100,1990
100,2120
100,1987
100,2178
100,1911
100,1934
100,2119
100,1972
100,2212
100,1934
100,2061
100,1895
100,1902
100,2123
100,1896
100,2050
100,1964
100,1868
100,2175
100,1883
100,2092
100,2047
100,2187
100,1886
100,2122
100,1879
100,1924
100,2164
100,1891
100,2199
100,1930
100,2081
100,1899
100,1872
100,2068
100,1894
100,1901
100,2149
100,1883
100,2249
100,1891
100,2260
100,2003
100,2159
100,2009
100,1972
100,2195
100,1867
100,2226
100,2212
100,1913
100,2133
100,1922
100,1907
100,2105
100,1851
100,2133
100,1876
100,2090
100,2010
100,1945
100,2215
100,1848
100,2182
100,1888
100,1935
100,2153
100,1932
100,2131
100,1877
100,2182
100,1917
100,2007
100,2139
100,1942
100,2065
100,1859
100,2227
100,1941
100,2249
100,2055
100,2154
100,1923
100,2138
100,1894
100,1947
100,2277
100,1873
100,2243
100,1902
100,2087
100,1871
100,2032
100,1916
100,1968
100,2124
100,1966
100,2145
100,1934
100,2181
100,1885
100,2130
100,1838
100,1889
100,2263
100,1935
100,2394
100,1993
100,2114
100,1902
100,2157
100,1937
100,2250
100,1935
100,2129
100,1984
100,2135
100,1881
100,2241
100,1962
100,2085
100,1921
100,2092
100,1906
100,1861
100,2139
100,1867
100,2152
100,1953
100,2131
100,1940
100,2185
100,1996
100,2116
100,1965
100,2201
100,1959
100,2148
100,1892
100,2287
100,1928
100,2181
100,1958
100,2153
100,2067
100,2053
100,1947
100,2196
100,1919
100,2195
100,1875
100,2131
100,1903
100,2110
100,2009
100,2044
100,1978
100,1920
100,2374
100,2134
100,1936
100,2091
100,1973
100,1943
100,2230
100,1899
100,2152
100,1903
100,2554
100,2150
100,1901
100,2196
100,1931
100,2356
100,1994
100,2194
100,1931
100,2211
100,1923
100,2261
100,2021
100,2031
100,1981
100,2144
100,1877
100,2321
100,2060
100,1912
100,2009
100,2343
100,2104
100,1923
100,1919
100,2237
100,1915
100,2145
250,28757999
