N,time_µs
10000000,4660
10000000,4672
10000000,4507
50000000,18979
50000000,16513
50000000,17066
50000000,15732
50000000,16402
50000000,21372
50000000,18247
50000000,16418
50000000,16080
50000000,18498
50000000,17791
50000000,16356
50000000,18534
100000000,31019
100000000,34204
100000000,35373
100000000,34400
100000000,35569
500000000,144004
500000000,144254
500000000,147559
